Shinydex,Shiny Formdex,Location pick,Location,ID,Pokemon,,#,Origin pick,Origin,Method,Streak,Ability,Nature,IVs,Ball pick,Ball,Gender,OT,OT ID,Origin mark pick,Origin Mark,Alpha / Gigantamax / Tera Type,Marks,Ribbons,,,Notes
FALSE,FALSE,No,No,405_m,,Luxray ♂,0405,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,405_f,,Luxray ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,406,,Budew,0406,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,407_m,,Roserade ♂,0407,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,407_f,,Roserade ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,408,,Cranidos,0408,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,409,,Rampardos,0409,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,410,,Shieldon,0410,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,411,,Bastiodon,0411,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,412_p,,Plant Cloak Burmy,0412,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,412_s,,Sand Cloak Burmy,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,412_t,,Trash Cloak Burmy,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,413_p,,Plant Cloak Wormadam,0413,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,413_s,,Sand Cloak Wormadam,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,413_t,,Trash Cloak Wormadam,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,414,,Mothim,0414,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,415_m,,Combee ♂,0415,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,415_f,,Combee ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,416,,Vespiquen,0416,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,417_m,,Pachirisu ♂,0417,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,417_f,,Pachirisu ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,418_m,,Buizel ♂,0418,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,418_f,,Buizel ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,419_m,,Floatzel ♂,0419,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,419_f,,Floatzel ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,420,,Cherubi,0420,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,421,,Cherrim,0421,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,422_w,,West Sea Shellos,0422,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,422_e,,East Sea Shellos,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,423_w,,West Sea Gastrodon,0423,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,423_e,,East Sea Gastrodon,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,424_m,,Ambipom ♂,0424,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,424_f,,Ambipom ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,425,,Drifloon,0425,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,426,,Drifblim,0426,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,427,,Buneary,0427,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,428,,Lopunny,0428,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,429,,Mismagius,0429,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,430,,Honchkrow,0430,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,431,,Glameow,0431,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,432,,Purugly,0432,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,433,,Chingling,0433,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,434,,Stunky,0434,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,435,,Skuntank,0435,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,436,,Bronzor,0436,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,437,,Bronzong,0437,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,438,,Bonsly,0438,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,439,,Mime Jr.,0439,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,440,,Happiny,0440,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,441,,Chatot,0441,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,442,,Spiritomb,0442,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,443_m,,Gible ♂,0443,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,443_f,,Gible ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,444_m,,Gabite ♂,0444,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,444_f,,Gabite ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,445_m,,Garchomp ♂,0445,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,445_f,,Garchomp ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,446,,Munchlax,0446,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,447,,Riolu,0447,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,448,,Lucario,0448,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,449_m,,Hippopotas ♂,0449,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,449_f,,Hippopotas ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,450_m,,Hippowdon ♂,0450,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,450_f,,Hippowdon ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,451,,Skorupi,0451,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,452,,Drapion,0452,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,453_m,,Croagunk ♂,0453,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,453_f,,Croagunk ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,454_m,,Toxicroak ♂,0454,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,454_f,,Toxicroak ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,455,,Carnivine,0455,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,456_m,,Finneon ♂,0456,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,456_f,,Finneon ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,457_m,,Lumineon ♂,0457,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,457_f,,Lumineon ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,458,,Mantyke,0458,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,459_m,,Snover ♂,0459,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,459_f,,Snover ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,460_m,,Abomasnow ♂,0460,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,460_f,,Abomasnow ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,461_m,,Weavile ♂,0461,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,461_f,,Weavile ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,462,,Magnezone,0462,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,463,,Lickilicky,0463,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,464_m,,Rhyperior ♂,0464,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,464_f,,Rhyperior ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,465_m,,Tangrowth ♂,0465,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,465_f,,Tangrowth ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,466,,Electivire,0466,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,467,,Magmortar,0467,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,468,,Togekiss,0468,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,469,,Yanmega,0469,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,470,,Leafeon,0470,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,471,,Glaceon,0471,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,472,,Gliscor,0472,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,473_m,,Mamoswine ♂,0473,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,473_f,,Mamoswine ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,474,,Porygon-Z,0474,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,475,,Gallade,0475,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,476,,Probopass,0476,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,477,,Dusknoir,0477,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,478,,Froslass,0478,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,479,,Rotom,0479,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,479_f,,Heat Rotom,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,479_h,,Wash Rotom,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,479_m,,Frost Rotom,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,479_fa,,Fan Rotom,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,479_w,,Mow Rotom,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,480,,Uxie,0480,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,481,,Mesprit,0481,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,482,,Azelf,0482,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,483,,Dialga,0483,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,484,,Palkia,0484,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,485,,Heatran,0485,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,486,,Regigigas,0486,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,487,,Giratina,0487,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,488,,Cresselia,0488,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,489,,Phione,0489,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,490,,Manaphy,0490,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,491,,Darkrai,0491,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,492_l,,Land Forme Shaymin,0492,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,492_s,,Sky Forme Shaymin,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,493,,Arceus,0493,None,,,,,None,,None,,,,,None,,,,,,,
,,Unavailable,Unavailable,494,,Victini,0494,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,495,,Snivy,0495,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,496,,Servine,0496,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,497,,Serperior,0497,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,498,,Tepig,0498,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,499,,Pignite,0499,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,500,,Emboar,0500,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,501,,Oshawott,0501,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,502,,Dewott,0502,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,503,,Samurott,0503,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,503_h,,Hisuian Samurott,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,504,,Patrat,0504,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,505,,Watchog,0505,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,506,,Lillipup,0506,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,507,,Herdier,0507,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,508,,Stoutland,0508,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,509,,Purrloin,0509,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,510,,Liepard,0510,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,511,,Pansage,0511,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,512,,Simisage,0512,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,513,,Pansear,0513,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,514,,Simisear,0514,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,515,,Panpour,0515,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,516,,Simipour,0516,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,517,,Munna,0517,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,518,,Musharna,0518,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,519,,Pidove,0519,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,520,,Tranquill,0520,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,521_m,,Unfezant ♂,0521,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,521_f,,Unfezant ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,522,,Blitzle,0522,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,523,,Zebstrika,0523,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,524,,Roggenrola,0524,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,525,,Boldore,0525,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,526,,Gigalith,0526,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,527,,Woobat,0527,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,528,,Swoobat,0528,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,529,,Drilbur,0529,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,530,,Excadrill,0530,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,531,,Audino,0531,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,532,,Timburr,0532,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,533,,Gurdurr,0533,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,534,,Conkeldurr,0534,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,535,,Tympole,0535,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,536,,Palpitoad,0536,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,537,,Seismitoad,0537,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,538,,Throh,0538,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,539,,Sawk,0539,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,540,,Sewaddle,0540,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,541,,Swadloon,0541,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,542,,Leavanny,0542,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,543,,Venipede,0543,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,544,,Whirlipede,0544,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,545,,Scolipede,0545,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,546,,Cottonee,0546,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,547,,Whimsicott,0547,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,548,,Petilil,0548,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,549,,Lilligant,0549,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,549_h,,Hisuian Lilligant,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,550_r,,Red Basculin,0550,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,550_b,,Blue Basculin,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,550_w,,White Basculin,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,551,,Sandile,0551,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,552,,Krokorok,0552,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,553,,Krookodile,0553,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,554,,Darumaka,0554,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,554_g,,Galarian Darumaka,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,555,,Darmanitan,0555,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,555_g,,Galarian Darmanitan,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,556,,Maractus,0556,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,557,,Dwebble,0557,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,558,,Crustle,0558,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,559,,Scraggy,0559,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,560,,Scrafty,0560,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,561,,Sigilyph,0561,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,562,,Yamask,0562,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,562_g,,Galarian Yamask,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,563,,Cofagrigus,0563,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,564,,Tirtouga,0564,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,565,,Carracosta,0565,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,566,,Archen,0566,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,567,,Archeops,0567,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,568,,Trubbish,0568,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,569,,Garbodor,0569,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,570,,Zorua,0570,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,570_h,,Hisuian Zorua,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,571,,Zoroark,0571,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,571_h,,Hisuian Zoroark,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,572,,Minccino,0572,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,573,,Cinccino,0573,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,574,,Gothita,0574,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,575,,Gothorita,0575,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,576,,Gothitelle,0576,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,577,,Solosis,0577,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,578,,Duosion,0578,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,579,,Reuniclus,0579,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,580,,Ducklett,0580,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,581,,Swanna,0581,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,582,,Vanillite,0582,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,583,,Vanillish,0583,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,584,,Vanilluxe,0584,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,585_s,,Spring Deerling,0585,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,585_su,,Summer Deerling,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,585_a,,Autumn Deerling,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,585_w,,Winter Deerling,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,586_s,,Spring Sawsbuck,0586,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,586_su,,Summer Sawsbuck,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,586_a,,Autumn Sawsbuck,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,586_w,,Winter Sawsbuck,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,587,,Emolga,0587,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,588,,Karrablast,0588,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,589,,Escavalier,0589,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,590,,Foongus,0590,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,591,,Amoonguss,0591,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,592_m,,Frillish ♂,0592,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,592_f,,Frillish ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,593_m,,Jellicent ♂,0593,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,593_f,,Jellicent ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,594,,Alomomola,0594,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,595,,Joltik,0595,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,596,,Galvantula,0596,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,597,,Ferroseed,0597,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,598,,Ferrothorn,0598,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,599,,Klink,0599,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,600,,Klang,0600,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,601,,Klinklang,0601,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,602,,Tynamo,0602,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,603,,Eelektrik,0603,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,604,,Eelektross,0604,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,605,,Elgyem,0605,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,606,,Beheeyem,0606,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,607,,Litwick,0607,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,608,,Lampent,0608,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,609,,Chandelure,0609,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,610,,Axew,0610,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,611,,Fraxure,0611,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,612,,Haxorus,0612,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,613,,Cubchoo,0613,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,614,,Beartic,0614,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,615,,Cryogonal,0615,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,616,,Shelmet,0616,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,617,,Accelgor,0617,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,618,,Stunfisk,0618,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,618_g,,Galarian Stunfisk,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,619,,Mienfoo,0619,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,620,,Mienshao,0620,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,621,,Druddigon,0621,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,622,,Golett,0622,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,623,,Golurk,0623,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,624,,Pawniard,0624,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,625,,Bisharp,0625,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,626,,Bouffalant,0626,None,,,,,None,,None,,,,,None,,,,,,,
